User_ID,Age,Gender,Region,Education_Level,Course_Interested,Preferred_Device,Ad_Channel,Interest_Score,Visit_Date,Signup_Status,Signup_Date,Course_Enrolled,Plan_Type,Enrollment_Date,Course_Completion_Status,Monthly_Fee,Referral_Count,Satisfaction_Score
USER00186,31,Other,Tier-1 City,Diploma,Data Science,Tablet,LinkedIn,20,2024-07-19,No,,No,,,,0,0,0
USER00187,37,Other,Tier-1 City,Postgraduate,UI/UX Design,Desktop,Google Search,16,2024-08-20,No,,No,,,,0,0,0
USER00188,19,Male,Tier-2 City,Postgraduate,Digital Marketing,Desktop,Facebook,39,2023-12-16,No,,No,,,,0,0,0
USER00189,25,Other,Tier-1 City,Diploma,Digital Marketing,Tablet,Google Search,91,2023-06-07,Yes,2023-06-17,Yes,Basic,2023-06-25,Completed,999,1,10
USER00190,45,Male,Tier-2 City,Postgraduate,UI/UX Design,Desktop,Google Search,10,2024-10-21,No,,No,,,,0,0,0
USER00191,46,Female,Rural Area,High School,Finance,Mobile,LinkedIn,41,2023-05-20,Yes,2023-05-25,No,,,,0,0,0
USER00192,51,Other,Tier-1 City,High School,Data Science,Desktop,LinkedIn,27,2023-12-07,No,,No,,,,0,0,0
USER00193,40,Male,Tier-2 City,High School,Finance,Mobile,LinkedIn,2,2023-06-16,No,,No,,,,0,0,0
USER00194,46,Male,Rural Area,Postgraduate,Data Science,Mobile,YouTube,20,2023-11-08,No,,No,,,,0,0,0
USER00195,38,Other,Tier-1 City,High School,UI/UX Design,Desktop,Google Search,80,2023-06-20,Yes,2023-06-23,Yes,Pro,2023-06-24,Completed,1799,2,7
USER00196,33,Male,Tier-2 City,High School,Data Science,Mobile,Instagram,61,2023-01-29,Yes,2023-01-31,Yes,Basic,2023-02-10,Dropped,999,1,9
USER00197,20,Other,Tier-1 City,Postgraduate,Data Science,Mobile,LinkedIn,89,2023-10-22,Yes,2023-10-25,Yes,Pro,2023-11-04,Completed,1799,2,8
USER00198,33,Female,Tier-2 City,Graduate,Entrepreneurship,Desktop,Instagram,10,2023-03-01,No,,No,,,,0,0,0
USER00199,34,Other,Rural Area,High School,Data Science,Desktop,LinkedIn,43,2023-07-04,Yes,2023-07-09,No,,,,0,0,0
USER00200,35,Female,Rural Area,Diploma,Finance,Desktop,Google Search,1,2024-03-16,No,,No,,,,0,0,0
USER00201,34,Male,Rural Area,Diploma,Finance,Tablet,YouTube,59,2023-02-25,Yes,2023-03-11,No,,,,0,0,0
USER00202,23,Female,Tier-2 City,High School,UI/UX Design,Desktop,Instagram,55,2023-07-20,Yes,2023-07-20,No,,,,0,0,0
USER00203,19,Other,Rural Area,Graduate,Entrepreneurship,Mobile,YouTube,70,2023-01-03,Yes,2023-01-06,Yes,Basic,2023-01-16,Dropped,999,1,7
USER00204,50,Female,Tier-1 City,Diploma,UI/UX Design,Desktop,Facebook,8,2024-08-25,No,,No,,,,0,0,0
USER00205,28,Female,Rural Area,Graduate,Digital Marketing,Tablet,LinkedIn,46,2024-02-20,Yes,2024-02-22,No,,,,0,0,0
USER00206,46,Female,Tier-2 City,Graduate,UI/UX Design,Tablet,Instagram,63,2023-02-23,Yes,2023-03-01,Yes,Pro,2023-03-10,In Progress,1799,0,10
USER00207,36,Male,Rural Area,Diploma,Finance,Tablet,Instagram,87,2023-02-16,Yes,2023-02-22,Yes,Pro,2023-02-24,Dropped,1799,1,7
USER00208,21,Other,Tier-1 City,Graduate,Finance,Tablet,Google Search,67,2024-08-06,Yes,2024-08-16,Yes,Pro,2024-08-17,Completed,1799,2,8
USER00209,25,Other,Tier-2 City,Diploma,Finance,Mobile,Facebook,84,2024-12-03,Yes,2024-12-06,Yes,Basic,2024-12-10,Dropped,999,1,8
USER00210,50,Other,Tier-1 City,Graduate,Finance,Tablet,Instagram,96,2024-04-16,Yes,2024-04-21,Yes,Elite,2024-04-27,Dropped,2499,1,8
USER00211,21,Other,Tier-2 City,Postgraduate,Finance,Tablet,LinkedIn,49,2024-03-19,Yes,2024-04-03,No,,,,0,0,0
USER00212,41,Male,Rural Area,Diploma,Digital Marketing,Desktop,Instagram,55,2024-08-02,Yes,2024-08-06,No,,,,0,0,0
USER00213,30,Female,Rural Area,Diploma,Digital Marketing,Mobile,LinkedIn,71,2024-07-04,Yes,2024-07-15,Yes,Pro,2024-07-20,Completed,1799,2,8
USER00214,44,Other,Tier-2 City,High School,UI/UX Design,Desktop,Google Search,6,2024-02-15,No,,No,,,,0,0,0
USER00215,26,Other,Tier-2 City,Graduate,Finance,Desktop,LinkedIn,95,2023-09-03,Yes,2023-09-07,Yes,Basic,2023-09-15,Completed,999,0,8
USER00216,27,Female,Tier-1 City,High School,Data Science,Mobile,LinkedIn,14,2023-04-11,No,,No,,,,0,0,0
USER00217,49,Other,Rural Area,Postgraduate,Digital Marketing,Tablet,Instagram,43,2023-06-20,Yes,2023-07-05,No,,,,0,0,0
USER00218,25,Female,Tier-2 City,High School,UI/UX Design,Tablet,LinkedIn,29,2023-06-09,No,,No,,,,0,0,0
USER00219,36,Male,Rural Area,Graduate,UI/UX Design,Desktop,YouTube,70,2024-05-14,Yes,2024-05-27,Yes,Elite,2024-06-01,Completed,2499,1,9
USER00220,34,Female,Tier-2 City,Diploma,Entrepreneurship,Desktop,Instagram,100,2024-06-02,Yes,2024-06-07,Yes,Elite,2024-06-17,Dropped,2499,1,7
USER00221,46,Other,Rural Area,Postgraduate,Entrepreneurship,Desktop,LinkedIn,45,2023-11-08,Yes,2023-11-21,No,,,,0,0,0
USER00222,19,Other,Tier-2 City,High School,Data Science,Mobile,Google Search,59,2024-07-25,Yes,2024-07-27,No,,,,0,0,0
USER00223,45,Other,Tier-1 City,Diploma,UI/UX Design,Desktop,LinkedIn,33,2023-06-23,No,,No,,,,0,0,0
USER00224,43,Male,Rural Area,High School,Entrepreneurship,Mobile,YouTube,11,2023-09-13,No,,No,,,,0,0,0
USER00225,33,Female,Tier-1 City,Postgraduate,Finance,Desktop,YouTube,8,2024-06-06,No,,No,,,,0,0,0
USER00226,23,Male,Rural Area,Diploma,Data Science,Desktop,LinkedIn,97,2024-07-18,Yes,2024-07-24,Yes,Pro,2024-08-03,In Progress,1799,0,6
USER00227,41,Female,Rural Area,Diploma,Digital Marketing,Tablet,Google Search,31,2024-10-03,No,,No,,,,0,0,0
USER00228,46,Other,Tier-2 City,Diploma,Data Science,Mobile,Google Search,85,2024-05-11,Yes,2024-05-18,Yes,Pro,2024-05-22,Completed,1799,0,10
USER00229,54,Other,Tier-2 City,Diploma,Entrepreneurship,Tablet,Instagram,50,2023-11-15,Yes,2023-11-22,No,,,,0,0,0
USER00230,37,Other,Rural Area,Diploma,Finance,Desktop,YouTube,91,2023-10-24,Yes,2023-11-03,Yes,Elite,2023-11-07,Completed,2499,2,8
USER00231,45,Female,Tier-1 City,High School,Finance,Desktop,Facebook,92,2024-09-22,Yes,2024-10-05,Yes,Pro,2024-10-15,Dropped,1799,1,7
USER00232,22,Other,Rural Area,Graduate,UI/UX Design,Tablet,Facebook,35,2023-07-03,No,,No,,,,0,0,0
USER00233,22,Male,Rural Area,Postgraduate,Data Science,Mobile,LinkedIn,80,2023-03-06,Yes,2023-03-08,Yes,Pro,2023-03-15,Completed,1799,1,6
USER00234,27,Female,Rural Area,Graduate,Entrepreneurship,Mobile,Facebook,43,2023-08-17,Yes,2023-08-29,No,,,,0,0,0
USER00235,49,Male,Tier-2 City,Graduate,Data Science,Desktop,Facebook,65,2023-02-24,Yes,2023-02-26,Yes,Basic,2023-03-02,Completed,999,2,9
USER00236,50,Male,Tier-1 City,Postgraduate,Digital Marketing,Desktop,Facebook,71,2024-04-08,Yes,2024-04-16,Yes,Elite,2024-04-16,Dropped,2499,1,8
USER00237,48,Female,Rural Area,Graduate,Digital Marketing,Mobile,Google Search,32,2023-04-04,No,,No,,,,0,0,0
USER00238,39,Male,Rural Area,Diploma,UI/UX Design,Desktop,YouTube,68,2023-12-07,Yes,2023-12-12,Yes,Pro,2023-12-14,Completed,1799,0,7
USER00239,30,Other,Tier-2 City,Postgraduate,Finance,Desktop,Google Search,17,2023-05-11,No,,No,,,,0,0,0
USER00240,37,Male,Rural Area,Diploma,Finance,Mobile,Facebook,47,2023-07-25,Yes,2023-08-07,No,,,,0,0,0
USER00241,42,Male,Rural Area,Postgraduate,UI/UX Design,Tablet,Google Search,3,2023-08-02,No,,No,,,,0,0,0
USER00242,30,Male,Tier-2 City,Graduate,Digital Marketing,Desktop,YouTube,24,2024-12-09,No,,No,,,,0,0,0
USER00243,36,Other,Rural Area,High School,Finance,Desktop,Instagram,31,2024-11-05,No,,No,,,,0,0,0
USER00244,17,Male,Rural Area,Diploma,Digital Marketing,Tablet,LinkedIn,69,2023-09-13,Yes,2023-09-24,Yes,Elite,2023-09-30,Completed,2499,1,8
USER00245,22,Male,Rural Area,Graduate,Digital Marketing,Desktop,YouTube,80,2024-01-05,Yes,2024-01-10,Yes,Basic,2024-01-15,Completed,999,3,6
USER00246,41,Other,Rural Area,High School,Finance,Tablet,YouTube,19,2024-04-08,No,,No,,,,0,0,0
USER00247,48,Other,Rural Area,Postgraduate,Finance,Tablet,Google Search,93,2024-08-04,Yes,2024-08-11,Yes,Pro,2024-08-12,Completed,1799,0,8
USER00248,48,Other,Tier-1 City,Postgraduate,Data Science,Mobile,LinkedIn,55,2023-03-14,Yes,2023-03-17,No,,,,0,0,0
USER00249,47,Female,Tier-2 City,Graduate,Finance,Tablet,Google Search,88,2023-12-29,Yes,2024-01-07,Yes,Pro,2024-01-11,Completed,1799,0,6
USER00250,31,Female,Tier-1 City,Postgraduate,Finance,Mobile,Instagram,71,2024-05-07,Yes,2024-05-15,Yes,Pro,2024-05-21,Completed,1799,0,10
USER00251,39,Male,Tier-1 City,Graduate,UI/UX Design,Tablet,YouTube,96,2024-08-28,Yes,2024-09-02,Yes,Pro,2024-09-11,Completed,1799,4,9
USER00252,38,Male,Rural Area,Graduate,Finance,Tablet,Google Search,26,2024-05-09,No,,No,,,,0,0,0
USER00253,46,Male,Tier-1 City,High School,UI/UX Design,Mobile,YouTube,21,2024-07-06,No,,No,,,,0,0,0
USER00254,23,Other,Tier-2 City,High School,UI/UX Design,Desktop,YouTube,9,2023-03-10,No,,No,,,,0,0,0
USER00255,40,Female,Rural Area,Graduate,UI/UX Design,Tablet,Instagram,42,2023-11-12,Yes,2023-11-18,No,,,,0,0,0
USER00256,52,Other,Tier-1 City,Diploma,Digital Marketing,Tablet,YouTube,38,2023-07-24,No,,No,,,,0,0,0
USER00257,47,Female,Tier-1 City,Graduate,Finance,Mobile,LinkedIn,45,2023-12-31,Yes,2024-01-02,No,,,,0,0,0
USER00258,32,Other,Tier-2 City,High School,UI/UX Design,Tablet,Google Search,92,2024-12-12,Yes,2024-12-26,Yes,Basic,2025-01-04,Completed,999,2,8
USER00259,39,Male,Tier-1 City,High School,Finance,Tablet,Google Search,84,2024-06-05,Yes,2024-06-09,Yes,Pro,2024-06-14,Dropped,1799,1,8
USER00260,38,Male,Rural Area,Graduate,Entrepreneurship,Desktop,LinkedIn,61,2024-07-27,Yes,2024-07-30,Yes,Elite,2024-07-30,Completed,2499,1,6
USER00261,48,Female,Tier-1 City,Diploma,UI/UX Design,Mobile,Instagram,45,2024-06-12,Yes,2024-06-24,No,,,,0,0,0
USER00262,19,Male,Tier-2 City,High School,Data Science,Tablet,Google Search,31,2024-12-20,No,,No,,,,0,0,0
USER00263,28,Male,Tier-1 City,Diploma,Entrepreneurship,Desktop,LinkedIn,90,2024-05-29,Yes,2024-05-29,Yes,Pro,2024-05-31,Completed,1799,0,10
USER00264,23,Male,Tier-1 City,Diploma,UI/UX Design,Tablet,Instagram,32,2024-05-13,No,,No,,,,0,0,0
USER00265,25,Female,Rural Area,Graduate,Entrepreneurship,Mobile,LinkedIn,84,2023-03-02,Yes,2023-03-10,Yes,Basic,2023-03-11,Completed,999,2,8
USER00266,39,Female,Rural Area,High School,Data Science,Mobile,LinkedIn,7,2024-04-05,No,,No,,,,0,0,0
USER00267,47,Other,Tier-2 City,Graduate,Entrepreneurship,Desktop,Facebook,39,2024-09-11,No,,No,,,,0,0,0
USER00268,16,Female,Tier-1 City,Graduate,Finance,Mobile,Google Search,96,2023-06-02,Yes,2023-06-11,Yes,Elite,2023-06-16,Completed,2499,4,8
USER00269,40,Female,Tier-1 City,Diploma,Digital Marketing,Tablet,LinkedIn,36,2023-04-30,No,,No,,,,0,0,0
USER00270,28,Male,Rural Area,Graduate,Digital Marketing,Desktop,YouTube,5,2024-02-21,No,,No,,,,0,0,0
USER00271,45,Other,Tier-1 City,Diploma,Data Science,Tablet,YouTube,49,2024-01-12,Yes,2024-01-26,No,,,,0,0,0
USER00272,35,Other,Tier-2 City,High School,Entrepreneurship,Tablet,LinkedIn,81,2023-08-11,Yes,2023-08-12,Yes,Basic,2023-08-12,Completed,999,0,8
USER00273,47,Other,Rural Area,High School,Entrepreneurship,Tablet,LinkedIn,19,2023-04-30,No,,No,,,,0,0,0
USER00274,20,Female,Tier-2 City,Postgraduate,UI/UX Design,Tablet,Google Search,89,2023-02-23,Yes,2023-03-04,Yes,Basic,2023-03-12,In Progress,999,2,6
USER00275,21,Female,Tier-2 City,Diploma,Data Science,Desktop,Facebook,1,2024-01-17,No,,No,,,,0,0,0
USER00276,23,Female,Rural Area,Diploma,Data Science,Mobile,Instagram,100,2024-03-15,Yes,2024-03-27,Yes,Basic,2024-03-29,Completed,999,1,8
USER00277,25,Other,Tier-2 City,Diploma,Data Science,Desktop,LinkedIn,62,2024-03-16,Yes,2024-03-19,Yes,Pro,2024-03-23,Completed,1799,1,8
USER00278,38,Male,Tier-2 City,Graduate,Data Science,Desktop,Instagram,52,2023-10-18,Yes,2023-10-27,No,,,,0,0,0
USER00279,30,Female,Tier-2 City,High School,Data Science,Desktop,Instagram,89,2024-04-23,Yes,2024-04-29,Yes,Elite,2024-04-30,In Progress,2499,0,6
USER00280,49,Female,Tier-2 City,Graduate,Data Science,Mobile,Facebook,75,2024-11-29,Yes,2024-12-12,Yes,Basic,2024-12-19,Completed,999,1,6
USER00281,54,Male,Rural Area,Diploma,Digital Marketing,Tablet,YouTube,64,2023-08-18,Yes,2023-08-28,Yes,Pro,2023-09-06,Completed,1799,1,9
USER00282,41,Female,Tier-2 City,Postgraduate,Data Science,Tablet,Google Search,31,2024-05-22,No,,No,,,,0,0,0
USER00283,33,Male,Tier-1 City,Diploma,Data Science,Mobile,Facebook,64,2024-02-26,Yes,2024-02-29,Yes,Elite,2024-02-29,Dropped,2499,1,8
USER00284,48,Female,Rural Area,Postgraduate,Data Science,Desktop,YouTube,21,2023-05-07,No,,No,,,,0,0,0
USER00285,35,Female,Rural Area,High School,Digital Marketing,Mobile,LinkedIn,74,2024-05-16,Yes,2024-05-18,Yes,Basic,2024-05-20,Completed,999,0,8
USER00286,49,Other,Rural Area,Diploma,Finance,Tablet,LinkedIn,63,2024-08-19,Yes,2024-09-01,Yes,Pro,2024-09-01,Completed,1799,1,8
USER00287,43,Female,Tier-2 City,Graduate,Entrepreneurship,Tablet,YouTube,1,2023-12-28,No,,No,,,,0,0,0
USER00288,29,Female,Tier-2 City,Diploma,Data Science,Mobile,LinkedIn,70,2023-01-14,Yes,2023-01-28,Yes,Elite,2023-02-07,Completed,2499,1,9
USER00289,22,Other,Rural Area,Graduate,UI/UX Design,Desktop,Facebook,49,2024-07-12,Yes,2024-07-25,No,,,,0,0,0
USER00290,31,Female,Tier-1 City,Graduate,Finance,Desktop,Instagram,47,2023-12-15,Yes,2023-12-17,No,,,,0,0,0
USER00291,44,Female,Tier-1 City,Postgraduate,Data Science,Mobile,YouTube,35,2023-08-30,No,,No,,,,0,0,0
USER00292,34,Male,Tier-1 City,Postgraduate,UI/UX Design,Mobile,LinkedIn,4,2024-09-03,No,,No,,,,0,0,0
USER00293,46,Male,Rural Area,Diploma,Finance,Desktop,Instagram,13,2024-06-23,No,,No,,,,0,0,0
USER00294,17,Other,Tier-2 City,High School,Entrepreneurship,Mobile,Google Search,31,2023-06-02,No,,No,,,,0,0,0
USER00295,34,Female,Rural Area,Postgraduate,UI/UX Design,Mobile,Instagram,2,2024-04-16,No,,No,,,,0,0,0
USER00296,50,Other,Tier-2 City,Postgraduate,Finance,Tablet,LinkedIn,55,2023-03-20,Yes,2023-04-04,No,,,,0,0,0
USER00297,21,Female,Tier-1 City,Diploma,Finance,Tablet,Instagram,95,2024-06-15,Yes,2024-06-21,Yes,Basic,2024-06-23,Completed,999,1,9
USER00298,35,Male,Tier-1 City,Postgraduate,UI/UX Design,Tablet,Facebook,4,2024-05-23,No,,No,,,,0,0,0
USER00299,43,Male,Tier-1 City,Postgraduate,Entrepreneurship,Tablet,Facebook,51,2023-09-07,Yes,2023-09-16,No,,,,0,0,0
USER00300,42,Female,Tier-2 City,Postgraduate,Digital Marketing,Desktop,Google Search,29,2023-06-20,No,,No,,,,0,0,0
USER00301,36,Other,Tier-1 City,High School,Entrepreneurship,Tablet,Facebook,82,2023-02-15,Yes,2023-02-21,Yes,Pro,2023-02-26,Completed,1799,1,9
USER00302,39,Female,Tier-1 City,Diploma,Digital Marketing,Tablet,YouTube,2,2024-12-24,No,,No,,,,0,0,0
USER00303,36,Male,Tier-2 City,High School,Finance,Mobile,Instagram,20,2024-07-22,No,,No,,,,0,0,0
USER00304,33,Other,Rural Area,High School,Digital Marketing,Tablet,Google Search,12,2023-02-22,No,,No,,,,0,0,0
USER00305,16,Male,Rural Area,Diploma,Digital Marketing,Tablet,Facebook,95,2024-09-26,Yes,2024-09-28,Yes,Elite,2024-10-07,Completed,2499,1,10
USER00306,20,Female,Rural Area,High School,Data Science,Desktop,YouTube,34,2024-02-09,No,,No,,,,0,0,0
USER00307,26,Female,Tier-1 City,Diploma,Finance,Tablet,YouTube,73,2024-02-03,Yes,2024-02-08,Yes,Elite,2024-02-16,In Progress,2499,1,8
USER00308,34,Female,Tier-2 City,Postgraduate,UI/UX Design,Tablet,Facebook,56,2023-05-13,Yes,2023-05-17,No,,,,0,0,0
USER00309,53,Other,Rural Area,Postgraduate,Entrepreneurship,Tablet,Instagram,34,2023-10-26,No,,No,,,,0,0,0
USER00310,45,Female,Rural Area,Diploma,Entrepreneurship,Mobile,Google Search,68,2024-09-10,Yes,2024-09-12,Yes,Elite,2024-09-22,Completed,2499,1,8
USER00311,25,Male,Tier-2 City,Diploma,Data Science,Tablet,Instagram,7,2023-11-19,No,,No,,,,0,0,0
USER00312,21,Male,Rural Area,Postgraduate,UI/UX Design,Tablet,Instagram,15,2024-11-16,No,,No,,,,0,0,0
USER00313,53,Male,Tier-1 City,Diploma,Finance,Desktop,Facebook,30,2023-03-29,No,,No,,,,0,0,0
USER00314,51,Other,Tier-1 City,Postgraduate,UI/UX Design,Mobile,Facebook,56,2024-06-22,Yes,2024-07-01,No,,,,0,0,0
USER00315,31,Male,Tier-1 City,Graduate,Finance,Tablet,Google Search,20,2024-10-16,No,,No,,,,0,0,0
USER00316,23,Other,Tier-2 City,Postgraduate,Digital Marketing,Tablet,YouTube,11,2024-05-21,No,,No,,,,0,0,0
USER00317,53,Male,Tier-1 City,Diploma,Data Science,Mobile,LinkedIn,61,2024-04-07,Yes,2024-04-21,Yes,Pro,2024-04-22,Completed,1799,0,10
USER00318,23,Male,Rural Area,Postgraduate,Entrepreneurship,Tablet,YouTube,56,2024-02-08,Yes,2024-02-15,No,,,,0,0,0
USER00319,43,Other,Rural Area,Graduate,Finance,Desktop,LinkedIn,9,2023-09-28,No,,No,,,,0,0,0
USER00320,49,Other,Tier-2 City,Postgraduate,Entrepreneurship,Tablet,Google Search,25,2024-05-21,No,,No,,,,0,0,0
USER00321,52,Male,Rural Area,High School,Finance,Desktop,Google Search,45,2023-06-01,Yes,2023-06-03,No,,,,0,0,0
USER00322,43,Female,Tier-1 City,Graduate,Finance,Desktop,Google Search,70,2024-04-22,Yes,2024-04-29,Yes,Basic,2024-05-03,Completed,999,1,9
USER00323,18,Female,Rural Area,Graduate,Finance,Mobile,Facebook,21,2024-03-02,No,,No,,,,0,0,0
USER00324,19,Other,Tier-2 City,Postgraduate,Data Science,Tablet,Instagram,22,2023-07-01,No,,No,,,,0,0,0
USER00325,22,Male,Tier-1 City,Postgraduate,Entrepreneurship,Desktop,Facebook,63,2024-02-06,Yes,2024-02-06,Yes,Basic,2024-02-15,Completed,999,3,9
USER00326,19,Other,Rural Area,Diploma,Entrepreneurship,Tablet,Google Search,36,2023-11-14,No,,No,,,,0,0,0
USER00327,24,Male,Rural Area,Diploma,Digital Marketing,Mobile,LinkedIn,13,2023-08-16,No,,No,,,,0,0,0
USER00328,40,Other,Tier-2 City,Graduate,Entrepreneurship,Desktop,YouTube,1,2023-04-04,No,,No,,,,0,0,0
USER00329,19,Female,Tier-2 City,Graduate,UI/UX Design,Mobile,YouTube,10,2023-12-24,No,,No,,,,0,0,0
USER00330,27,Male,Rural Area,High School,Entrepreneurship,Desktop,Google Search,5,2023-03-15,No,,No,,,,0,0,0
USER00331,21,Male,Rural Area,Postgraduate,UI/UX Design,Mobile,LinkedIn,57,2023-03-11,Yes,2023-03-13,No,,,,0,0,0
USER00332,44,Female,Tier-1 City,Graduate,Data Science,Tablet,YouTube,42,2024-12-22,Yes,2024-12-24,No,,,,0,0,0
USER00333,36,Male,Rural Area,Diploma,Entrepreneurship,Desktop,YouTube,85,2024-02-10,Yes,2024-02-23,Yes,Pro,2024-03-03,Dropped,1799,2,7
USER00334,31,Female,Rural Area,High School,Data Science,Mobile,Instagram,21,2023-10-13,No,,No,,,,0,0,0
USER00335,25,Female,Rural Area,High School,UI/UX Design,Mobile,Facebook,58,2023-06-06,Yes,2023-06-08,No,,,,0,0,0
USER00336,21,Female,Rural Area,Diploma,Digital Marketing,Desktop,YouTube,16,2023-06-07,No,,No,,,,0,0,0
USER00337,49,Male,Rural Area,Postgraduate,Digital Marketing,Mobile,Instagram,98,2024-12-22,Yes,2025-01-06,Yes,Pro,2025-01-08,Completed,1799,1,9
USER00338,43,Male,Tier-2 City,Diploma,Entrepreneurship,Tablet,LinkedIn,35,2023-02-08,No,,No,,,,0,0,0
USER00339,54,Other,Tier-1 City,Postgraduate,Data Science,Desktop,LinkedIn,84,2023-09-07,Yes,2023-09-20,Yes,Basic,2023-09-26,Completed,999,1,6
USER00340,31,Other,Rural Area,Diploma,UI/UX Design,Tablet,Facebook,56,2024-01-21,Yes,2024-02-02,No,,,,0,0,0
USER00341,24,Female,Tier-1 City,Diploma,UI/UX Design,Tablet,Instagram,33,2024-04-03,No,,No,,,,0,0,0
USER00342,19,Other,Tier-2 City,Diploma,Finance,Tablet,LinkedIn,51,2023-01-16,Yes,2023-01-19,No,,,,0,0,0
USER00343,40,Male,Tier-2 City,High School,Entrepreneurship,Mobile,Google Search,41,2023-04-12,Yes,2023-04-25,No,,,,0,0,0
USER00344,24,Other,Rural Area,High School,UI/UX Design,Desktop,Google Search,46,2024-01-06,Yes,2024-01-10,No,,,,0,0,0
USER00345,40,Other,Tier-1 City,High School,Entrepreneurship,Mobile,YouTube,82,2024-05-09,Yes,2024-05-17,Yes,Basic,2024-05-24,Dropped,999,0,8
USER00346,45,Male,Rural Area,Graduate,Digital Marketing,Desktop,Google Search,10,2023-12-10,No,,No,,,,0,0,0
USER00347,44,Other,Tier-2 City,Postgraduate,UI/UX Design,Mobile,Facebook,83,2023-05-01,Yes,2023-05-06,Yes,Pro,2023-05-13,Completed,1799,1,7
USER00348,47,Female,Tier-2 City,High School,UI/UX Design,Mobile,LinkedIn,94,2023-04-02,Yes,2023-04-04,Yes,Pro,2023-04-08,In Progress,1799,0,6
USER00349,21,Other,Tier-2 City,Diploma,Data Science,Desktop,LinkedIn,56,2023-11-12,Yes,2023-11-27,No,,,,0,0,0
USER00350,18,Female,Rural Area,Diploma,Digital Marketing,Tablet,Instagram,17,2023-05-02,No,,No,,,,0,0,0
USER00351,34,Other,Tier-2 City,Postgraduate,Finance,Tablet,LinkedIn,10,2024-09-22,No,,No,,,,0,0,0
USER00352,18,Male,Tier-2 City,Diploma,UI/UX Design,Tablet,Facebook,94,2024-02-01,Yes,2024-02-09,Yes,Elite,2024-02-19,Dropped,2499,2,9
USER00353,40,Male,Rural Area,Postgraduate,Digital Marketing,Tablet,Google Search,24,2023-08-01,No,,No,,,,0,0,0
USER00354,30,Other,Tier-1 City,Diploma,UI/UX Design,Tablet,Google Search,76,2023-11-26,Yes,2023-12-02,Yes,Elite,2023-12-03,Completed,2499,0,6
USER00355,30,Male,Tier-2 City,Graduate,Data Science,Desktop,Google Search,88,2023-09-14,Yes,2023-09-29,Yes,Elite,2023-10-07,In Progress,2499,1,7
USER00356,30,Female,Rural Area,Diploma,Finance,Desktop,LinkedIn,53,2023-07-09,Yes,2023-07-17,No,,,,0,0,0
USER00357,43,Other,Tier-1 City,Diploma,Digital Marketing,Mobile,Facebook,2,2023-01-02,No,,No,,,,0,0,0
USER00358,20,Female,Tier-1 City,High School,UI/UX Design,Mobile,LinkedIn,77,2023-03-13,Yes,2023-03-24,Yes,Pro,2023-03-26,Dropped,1799,0,7
USER00359,37,Male,Tier-1 City,Diploma,Entrepreneurship,Tablet,Facebook,28,2024-10-31,No,,No,,,,0,0,0
USER00360,54,Other,Tier-1 City,Postgraduate,Digital Marketing,Mobile,Google Search,3,2024-11-05,No,,No,,,,0,0,0
USER00361,46,Female,Rural Area,Diploma,Entrepreneurship,Desktop,Facebook,57,2023-07-16,Yes,2023-07-20,No,,,,0,0,0
USER00362,40,Female,Rural Area,Graduate,UI/UX Design,Desktop,Instagram,16,2023-05-07,No,,No,,,,0,0,0
USER00363,31,Female,Tier-1 City,Graduate,Digital Marketing,Tablet,Instagram,38,2023-12-09,No,,No,,,,0,0,0
USER00364,17,Female,Rural Area,Diploma,UI/UX Design,Mobile,LinkedIn,45,2023-10-16,Yes,2023-10-16,No,,,,0,0,0
USER00365,45,Other,Tier-2 City,Postgraduate,UI/UX Design,Tablet,Facebook,45,2023-10-01,Yes,2023-10-09,No,,,,0,0,0
USER00366,53,Female,Rural Area,Postgraduate,Digital Marketing,Mobile,YouTube,89,2023-10-25,Yes,2023-11-09,Yes,Elite,2023-11-12,In Progress,2499,1,10
USER00367,39,Female,Tier-2 City,High School,UI/UX Design,Tablet,Google Search,4,2024-12-12,No,,No,,,,0,0,0
USER00368,18,Female,Tier-1 City,High School,UI/UX Design,Tablet,Facebook,62,2024-06-26,Yes,2024-07-08,Yes,Pro,2024-07-10,Completed,1799,1,7
USER00369,32,Male,Tier-1 City,Graduate,Entrepreneurship,Mobile,LinkedIn,51,2023-05-24,Yes,2023-05-24,No,,,,0,0,0
USER00370,41,Male,Tier-2 City,Graduate,Data Science,Mobile,Facebook,51,2023-05-07,Yes,2023-05-17,No,,,,0,0,0
USER00371,51,Male,Rural Area,High School,Entrepreneurship,Mobile,LinkedIn,9,2024-03-21,No,,No,,,,0,0,0
USER00372,46,Female,Rural Area,Diploma,Finance,Mobile,Google Search,49,2024-07-09,Yes,2024-07-11,No,,,,0,0,0
USER00373,24,Female,Rural Area,High School,Entrepreneurship,Mobile,YouTube,94,2023-05-05,Yes,2023-05-14,Yes,Basic,2023-05-18,Completed,999,0,9
USER00374,42,Other,Tier-2 City,Postgraduate,Finance,Desktop,YouTube,30,2024-09-05,No,,No,,,,0,0,0
USER00375,39,Other,Tier-1 City,Diploma,UI/UX Design,Tablet,Google Search,89,2023-10-27,Yes,2023-11-04,Yes,Elite,2023-11-11,In Progress,2499,0,10
USER00376,17,Female,Tier-1 City,Postgraduate,Entrepreneurship,Desktop,Facebook,44,2023-03-13,Yes,2023-03-20,No,,,,0,0,0
